TOWNAME,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,POINT_X,POINT_Y,lon,lat
Likpe Nkwanta,YES,UWE,735,845.25,Hohoe Municipal,Volta,NA,No,2016,NA,891068.8334,792622.8915,7.157105698,0.539653106
Likpe Todome,YES,NA,4239,4874.85,Hohoe Municipal,Volta,NA,No,NA,NA,897956.6002,794455.5923,7.173167697,0.602042706
Likpe Totame,YES,CWE,424,487.6,Hohoe Municipal,Volta,NA,No,2021,NA,893201.6394,792712.7318,7.157767997,0.558938606
Dokpo,YES,NA,454,522.1,Central Tongu,Volta,NA,No,NA,NA,885087.0579,669267.8892,6.043708799,0.477789305
Avenui Camp,YES,NA,178,204.7,South Dayi,Volta,NA,No,NA,NA,868174.3022,733313.6118,6.623052598,0.328933405
Dorgbadzikope,YES,NA,2049,2356.35,Central Tongu,Volta,NA,No,NA,NA,885003.6961,670431.6784,6.054222098,0.477104606
Bame Quarters,YES,UWE,283,325.45,South Dayi,Volta,NA,No,2016,NA,870548.0038,737967.2875,6.664933498,0.350655605
Dorkploame,YES,NA,428,492.2,Central Tongu,Volta,NA,No,NA,NA,909238.9854,678776.9027,6.128111098,0.696198107
Atikpui,YES,NA,3328,3827.2,Ho Municipal,Volta,NA,No,NA,NA,901044.8285,746906.1459,6.743684154,0.626656976
Dawusokope,YES,NA,267,307.05,South Dayi,Volta,LAKESIDE,No,NA,NA,850403.0236,732560.1358,6.617297907,0.168378105
Dove,YES,NA,3101,3566.15,Central Tongu,Volta,NA,No,NA,NA,885179.0693,667593.6404,6.028585799,0.478522706
Doviekope (Axim),YES,NA,424,487.6,Central Tongu,Volta,NA,No,NA,NA,893026.9442,692095.4952,6.249351198,0.550771306
Dzabukpo,YES,UWE,295,339.25,Central Tongu,Volta,NA,No,2014,NA,895396.6567,686452.9715,6.198262398,0.571807606
Ahiadekope,YES,NA,454,522.1,Ketu South Municipal,Volta,NA,No,NA,NA,944747.5084,674636.5762,6.088443298,1.01611461
Dzakpasukorfe,YES,NA,410,471.5,Central Tongu,Volta,NA,No,NA,NA,884057.5904,669725.1283,6.047896899,0.468529905
Dzitseikope,YES,NA,78,89.7,Central Tongu,Volta,NA,No,NA,NA,887397.1036,663223.6275,5.988999199,0.498276106
Dzogadze,YES,NA,595,684.25,Central Tongu,Volta,NA,No,NA,NA,902941.0413,678237.8979,6.123634098,0.639361307
Dudevi,YES,UWE,181,208.15,North Tongu,Volta,NA,No,2014,NA,882604.8801,680676.6713,6.146869998,0.456060006
Dzogadze,YES,NA,2206,2536.9,Central Tongu,Volta,NA,No,NA,NA,895315.4436,695844.1027,6.283055698,0.571649806
Dzogolokope (Agbakpakope),YES,UWE,415,477.25,Central Tongu,Volta,NA,No,2014,NA,895362.2306,688990.6955,6.221176499,0.571651606
Ahorkope,YES,NA,804,924.6,Ketu South Municipal,Volta,NA,No,NA,NA,947524.0383,672895.4814,6.072545098,1.041027311
Dzadamkope,YES,CWE,747,859.05,North Tongu,Volta,NA,No,NA,NA,851056.46,675361.6885,6.100629999,0.171110004
Dzadankor,YES,NA,113,129.95,North Tongu,Volta,NA,No,2019,NA,856375.7266,676837.5686,6.113674999,0.219187805
Fiekpe,YES,UWE,1383,1590.45,Central Tongu,Volta,NA,No,2014,NA,884206.9413,692865.3893,6.256834898,0.471234006
Forkpo,YES,UWE,86,98.9,Central Tongu,Volta,NA,No,2015,NA,888654.1891,664480.0358,6.000271099,0.509686006
Fulanikope,YES,NA,52,59.8,Central Tongu,Volta,NA,No,NA,NA,888047.1921,665292.5675,6.007642798,0.504258506
Dzimakope,YES,NA,446,512.9,North Tongu,Volta,NA,No,NA,NA,869485.9158,669430.669,6.046062099,0.337067205
Akaglakope,YES,UWE,1696,1950.4,Ketu South Municipal,Volta,NA,No,2014,NA,943560.3929,669452.8373,6.041744598,1.00506691
Akame-Kpotaga,YES,NA,360,414,Ketu South Municipal,Volta,NA,No,NA,NA,954310.8287,675781.7227,6.098126398,1.102402312
Fortikpoe,YES,NA,82,94.3,North Tongu,Volta,NA,No,NA,NA,864850.7457,673340.4315,6.081627598,0.295465804
Akatsito-Babanawokope,YES,NA,252,289.8,Ketu South Municipal,Volta,NA,No,NA,NA,949172.4972,673424.6864,6.077208998,1.055923011
Akligokofe,YES,NA,2402,2762.3,Ketu South Municipal,Volta,NA,No,NA,NA,962752.7761,676665.7906,6.105516798,1.178558212
Gbadagokope,YES,NA,13,14.95,Central Tongu,Volta,NA,No,NA,NA,893354.3341,669627.5562,6.046473398,0.552377406
Gbadakope,YES,NA,171,196.65,Central Tongu,Volta,NA,No,NA,NA,885322.8653,670337.9167,6.053356999,0.479978106
Gboloforkope,YES,NA,213,244.95,Central Tongu,Volta,NA,No,NA,NA,885238.2097,670607.5321,6.055796398,0.479230106
Gborkope,YES,NA,497,571.55,Central Tongu,Volta,NA,No,NA,NA,896315.2144,693707.7944,6.263706398,0.580538906
George Amengorkope,YES,NA,14,16.1,Central Tongu,Volta,NA,No,NA,NA,893106.6687,669251.6362,6.043093898,0.550121505
Likpe-Koforidua,YES,NA,1458,1676.7,Hohoe Municipal,Volta,NA,No,NA,NA,893447.6728,800380.3077,7.226975997,0.561702706
Aklikope,YES,NA,454,522.1,Ketu South Municipal,Volta,NA,No,NA,NA,963763.7527,680941.9597,6.144025298,1.187971713
Akpakakope,YES,NA,195,224.25,Ketu South Municipal,Volta,NA,No,NA,NA,964876.3319,681928.9825,6.152851299,1.198070412
Akpeleafashiekope,YES,NA,752,864.8,Ketu South Municipal,Volta,NA,No,NA,NA,947665.8217,671454.4967,6.059532598,1.04220841
Akporkploe,YES,UWE,1867,2147.05,Ketu South Municipal,Volta,NA,No,2016,NA,962722.5999,679751.1425,6.133355199,1.178502812
Aleatame,YES,UWE,609,700.35,Ketu South Municipal,Volta,NA,No,2015,NA,956025.0664,678363.0208,6.121298798,1.118033011
Alikofe,YES,NA,1696,1950.4,Ketu South Municipal,Volta,NA,No,NA,NA,957721.4966,682019.1257,6.154168598,1.133579912
Amedekope,YES,NA,482,554.3,Ketu South Municipal,Volta,NA,No,NA,NA,957257.4939,679390.0358,6.130479698,1.129213911
Amedzikope,YES,NA,250,287.5,Ketu South Municipal,Volta,NA,No,NA,NA,949146.3578,680530.5965,6.141330798,1.056170811
554,YES,NA,3267,3757.05,Ketu North,Volta,NA,No,NA,NA,950905.3388,684171.7724,6.174065499,1.072279411
Amefinukope,YES,NA,2011,2312.65,Ketu South Municipal,Volta,NA,No,NA,NA,949425.0429,674243.1209,6.084576999,1.05825501
Anoenu,YES,NA,1263,1452.45,Ketu South Municipal,Volta,NA,No,NA,NA,958810.9913,683415.4459,6.166690599,1.143499312
Atikpokope/Anoenu-Vego,YES,NA,1824,2097.6,Ketu South Municipal,Volta,NA,No,NA,NA,958190.8231,682200.9733,6.155776498,1.137823512
Ativorkope/Doklakope,YES,CWE,1413,1624.95,Ketu South Municipal,Volta,NA,No,2020,NA,947765.5844,671045.7056,6.055837098,1.043080211
Atoklokope,YES,NA,236,271.4,Ketu South Municipal,Volta,NA,No,NA,NA,946884.8194,670058.7294,6.046990099,1.03507461
Atsikpokope,YES,NA,130,149.5,Ketu South Municipal,Volta,NA,No,NA,NA,955106.9032,678896.7271,6.126177898,1.109793111
Atsivuta,YES,NA,560,644,Ketu South Municipal,Volta,NA,No,NA,NA,950241.3005,674697.5008,6.088621598,1.06564401
Atsivuta Aveganu,YES,NA,195,224.25,Ketu South Municipal,Volta,NA,No,NA,NA,949906.3349,674092.7983,6.083187898,1.06258341
Atsivuta Yorhorto,YES,NA,495,569.25,Ketu South Municipal,Volta,NA,No,NA,NA,949991.3556,673836.1519,6.080866298,1.06333241
Avata (Avato),YES,UWE,1123,1291.45,Ketu South Municipal,Volta,NA,No,2015,NA,943458.6712,670437.6843,6.050638698,1.00421541
Abanu,YES,UWE,1094,1258.1,Kpando Municipal,Volta,NA,No,2015,NA,863964.8136,776340.2491,7.011879997,0.293570004
Abletorkope,YES,UWE,178,204.7,South Tongu,Volta,NA,No,2015,NA,913876.3311,652996.7785,5.895104798,0.736431707
Abor,YES,NA,13767,15832.05,Akatsi South,Volta,NA,No,NA,NA,927544.9027,671808.3812,6.064050899,0.860835308
Abordahee,YES,NA,243,279.45,Agotime Ziope,Volta,NA,No,NA,NA,910064.2612,716707.4909,6.470466298,0.706072707
Aborkutsime (Kedzewu),YES,UWE,369,424.35,Keta Municipal,Volta,NA,No,2015,NA,927594.549,670517.2023,6.052393999,0.861200008
Aborlorve,YES,NA,516,593.4,Keta Municipal,Volta,NA,No,NA,NA,934609.9645,668626.0989,6.034872599,0.924326409
Abosakofe,YES,NA,283,325.45,Akatsi South,Volta,NA,No,NA,NA,928251.3768,683190.9291,6.166739098,0.867944309
Abudi (Abude),YES,NA,24,27.6,South Tongu,Volta,NA,No,NA,NA,897813.8001,660892.1231,5.967341399,0.592079806
Avenu,YES,NA,335,385.25,Ketu South Municipal,Volta,NA,No,NA,NA,964202.3101,683539.5947,6.167429898,1.192108912
Duga-kpalime,YES,NA,2731,3140.65,South Dayi,Volta,NA,No,NA,NA,851735.5097,727459.3256,6.571149998,0.180120004
Dzaketi,YES,UWE,292,335.8,South Dayi,Volta,LAKESIDE,No,2015,NA,849405.6847,729750.8006,6.591980606,0.159208304
Abusakope,YES,NA,86,98.9,Akatsi South,Volta,NA,No,NA,NA,928174.4867,682875.1903,6.163894428,0.867230243
Abusukope,YES,UWE,49,56.35,South Tongu,Volta,NA,No,2015,NA,906937.2556,667283.5335,6.024496799,0.674733507
Abutia Kissifli,YES,NA,1169,1344.35,Ho West,Volta,NA,No,NA,NA,860031.98,706027.0153,6.377102598,0.253808205
Abutia Kloe,YES,NA,3267,3757.05,Ho West,Volta,NA,No,NA,NA,870510.7218,717783.4039,6.48266389,0.349097539
Abutia Kpota,YES,NA,1259,1447.85,Ho West,Volta,NA,No,NA,NA,863669.8182,710803.6347,6.420032726,0.286924786
Abutia-Agove,YES,NA,1564,1798.6,Ho West,Volta,NA,No,NA,NA,872517.7031,720494.6013,6.507027098,0.367380605
Abutia-Teti,YES,NA,2747,3159.05,Ho West,Volta,NA,No,NA,NA,873240.7902,721393.1127,6.515097398,0.373963505
Adadzikope,YES,NA,185,212.75,South Tongu,Volta,NA,No,NA,NA,912991.4288,656420.2656,5.926062399,0.728661507
Adaklu  Kodzobi,YES,NA,759,872.85,Adaklu,Volta,NA,No,NA,NA,882480.7344,726590.2242,6.561459998,0.457710006
Adaklu Agbelefe,YES,NA,466,535.9,Adaklu,Volta,NA,No,NA,NA,886072.0199,720402.4512,6.505364099,0.489747605
Adaklu Ahunda-Kpodzi,YES,NA,1592,1830.8,Adaklu,Volta,NA,No,NA,NA,892673.3633,697842.6349,6.301262399,0.547932506
Adaklu Alavanyo,YES,NA,92,105.8,Adaklu,Volta,NA,No,NA,NA,887001.5786,721531.453,6.515499998,0.498210006
Adaklu Amuzubeve,YES,UWE,170,195.5,Adaklu,Volta,NA,No,NA,2014,901493.9867,720230.0751,6.502826698,0.628950906
Adaklu Anfoe,YES,NA,1648,1895.2,Adaklu,Volta,NA,No,NA,NA,902675.5219,716529.0732,6.469338099,0.639375706
Adaklu Avedzie,YES,NA,452,519.8,Adaklu,Volta,NA,No,NA,NA,900805.8044,701254.921,6.331563798,0.621527506
Adaklu Dzakpo,YES,NA,550,632.5,Adaklu,Volta,NA,No,NA,NA,878437.5284,717064.6615,6.475695698,0.420619405
Adaklu Hehekpoe,YES,NA,355,408.25,Adaklu,Volta,NA,No,NA,NA,890083.8482,708003.1448,6.393159998,0.525190005
Adaklu Kordiabe,YES,NA,473,543.95,Adaklu,Volta,NA,No,NA,NA,887408.5249,718721.1325,6.490099698,0.501708005
Adaklu Kpeleho,YES,NA,483,555.45,Adaklu,Volta,NA,No,NA,NA,899801.44,698225.4522,6.304276598,0.612274806
Adaklu Kpodzi,YES,NA,1696,1950.4,Adaklu,Volta,NA,No,NA,NA,904405.4608,711042.7688,6.419697498,0.654634306
Adaklu Segbale,YES,NA,424,487.6,Agotime Ziope,Volta,NA,No,NA,NA,901714.8446,724902.0261,6.544990098,0.631248507
Adaklu Sofa,YES,NA,1210,1391.5,Adaklu,Volta,NA,No,NA,NA,902810.9441,707100.6623,6.384211498,0.639992007
Adaklu Tereafenu,YES,NA,353,405.95,Adaklu,Volta,NA,No,NA,NA,897460.8412,728082.1785,6.573977598,0.593052606
Adaklu Tokor,YES,NA,345,396.75,Adaklu,Volta,NA,No,NA,NA,888312.791,718743.9743,6.490249398,0.509872505
Adaklu Torda,YES,NA,2182,2509.3,Adaklu,Volta,NA,No,NA,NA,905584.7894,710267.8352,6.412625597,0.665227107
Adaklu Tsrefe,YES,NA,490,563.5,Adaklu,Volta,NA,No,NA,NA,887117.2522,720984.0324,6.510549999,0.499220006
Adaklu Vodze,YES,NA,658,756.7,Adaklu,Volta,NA,No,NA,NA,881378.0468,724440.2133,6.542114798,0.447620306
Adaklu-Ablornu,YES,NA,1241,1427.15,Adaklu,Volta,NA,No,NA,NA,902238.6967,703213.8232,6.349158098,0.634580906
Adaklu-Abuadi,YES,NA,1115,1282.25,Adaklu,Volta,NA,No,NA,NA,888836.3935,719406.1829,6.496195697,0.514640705
Adaklu-Helekpe,YES,NA,1599,1838.85,Adaklu,Volta,NA,No,NA,NA,885892.0607,718687.7163,6.489892498,0.488016206
Adaklu-Kpatove,YES,NA,899,1033.85,Adaklu,Volta,NA,No,NA,NA,903133.5993,709381.2005,6.404779098,0.643049607
Adaklu-Kpetsu,YES,NA,591,679.65,Adaklu,Volta,NA,No,NA,NA,888541.3677,711749.9969,6.427085999,0.511500106
Adaklu-Sikaman,YES,NA,1413,1624.95,Adaklu,Volta,NA,No,NA,NA,886160.9873,718287.1892,6.486259298,0.490419005
Adaklu-Weya,YES,NCD,1751,2013.65,Adaklu,Volta,NA,No,NA,NA,901514.4548,714149.5392,6.447930898,0.628743107
Glime,YES,NA,424,487.6,Central Tongu,Volta,NA,No,NA,NA,899776.7536,676530.5627,6.108412998,0.610716606
Havenu,YES,NA,598,687.7,Central Tongu,Volta,NA,No,NA,NA,896067.0219,693932.6281,6.265751599,0.578313406
Avisseykorpe,YES,NA,948,1090.2,Ketu South Municipal,Volta,NA,No,NA,NA,955752.4509,680556.6893,6.141110699,1.115727511
Adeheta,YES,NA,319,366.85,Akatsi South,Volta,NA,No,NA,NA,914798.4822,683592.13,6.171228798,0.746643108
Avlorto,YES,UWE,1780,2047,Ketu South Municipal,Volta,NA,No,2016,NA,945640.4406,671283.4683,6.058125298,1.02393941
Adelakoekope,YES,NA,162,186.3,Ketu North,Volta,NA,No,NA,NA,946011.1175,680609.1032,6.14225311,1.027909929
Gborkpo,YES,NA,565,649.75,North Tongu,Volta,NA,No,NA,NA,864056.3029,674369.705,6.090966998,0.288354705
Adetukofe,YES,NA,14,16.1,Keta Municipal,Volta,NA,No,NA,NA,925617.9146,668811.4561,6.037124898,0.843269407
Adidokpo,YES,NA,226,259.9,South Tongu,Volta,NA,No,NA,NA,908005.5675,672922.1812,6.075334498,0.684712207
Adidokpoe,YES,NA,283,325.45,Agotime Ziope,Volta,NA,No,NA,NA,913030.8852,707627.4213,6.388305598,0.732247307
Adidokpui,YES,NA,424,487.6,Akatsi North,Volta,NA,No,NA,NA,919356.0076,708664.9001,6.397252599,0.789387408
Adidokpui,YES,NA,92,105.8,South Tongu,Volta,NA,No,NA,NA,893006.3763,667717.5403,6.029248699,0.549126706
Ghanakpoe,YES,NA,383,440.45,North Tongu,Volta,NA,No,NA,NA,863993.1025,674639.1701,6.093404099,0.287799305
Hekope,YES,UWE,146,167.9,Central Tongu,Volta,NA,No,2014,NA,904662.1112,676697.2668,6.109619998,0.654790007
Adigblikope (Adikplikope),YES,NA,355,408.25,South Tongu,Volta,NA,No,NA,NA,906537.2747,662379.0572,5.980245298,0.670829907
Adigblikope Sove Agave,YES,NA,331,380.65,South Tongu,Volta,NA,No,NA,NA,900065.6157,653946.7981,5.904504199,0.611976506
Adigbou Tornu,YES,NA,386,443.9,Afadjato South,Volta,LAKESIDE,No,NA,NA,865604.493,742075.8312,6.702338807,0.306254705
Adjonkor No.2,YES,NA,283,325.45,Agotime Ziope,Volta,NA,No,NA,NA,910924.2478,704441.2437,6.359681398,0.713031306
Adofe,YES,UWE,903,1038.45,Kpando Municipal,Volta,NA,No,2015,NA,871578.7857,780034.2755,7.044749998,0.362630005
Adokpakope,YES,CWE,102,117.3,Akatsi South,Volta,NA,No,2018,NA,925134.0926,677144.6068,6.112369601,0.839440838
Adokpokope,YES,VE&N,267,307.05,Agotime Ziope,Volta,NA,No,NA,NA,904121.8607,722071.8907,6.519282998,0.652790907
Adrakpo-Agbonyemitsikope,YES,NA,480,552,Akatsi South,Volta,NA,No,NA,NA,925223.1305,674101.0287,6.084892998,0.840048007
Adrume,YES,NA,1420,1633,Ketu North,Volta,NA,No,NA,NA,942270.8926,678670.0487,6.125008015,0.9940576
Avee Gbogame,YES,NA,774,890.1,Ho Municipal,Volta,NA,No,NA,NA,891748.7749,749266.2644,6.765610298,0.542858405
Adukpokofe,YES,NA,170,195.5,Akatsi South,Volta,NA,No,NA,NA,922929.2703,681688.5719,6.153525498,0.819851207
Adukpokope,YES,NA,147,169.05,Akatsi South,Volta,NA,No,NA,NA,922858.9859,681438.5384,6.151273224,0.81920123
Adukpome(Akpedo),YES,NA,353,405.95,Akatsi North,Volta,NA,No,NA,NA,925255.946,691409.7956,6.241116598,0.841469008
Adume,YES,NA,141,162.15,Akatsi South,Volta,NA,No,NA,NA,925315.5731,671511.5579,6.061514899,0.840715708
Adusukope,YES,UWE,196,225.4,South Tongu,Volta,NA,No,2016,NA,908477.9288,668649.0503,6.036729998,0.688710007
Adutor,YES,NA,3220,3703,South Tongu,Volta,NA,No,NA,NA,909741.7929,659990.0437,5.958484699,0.699579507
Adutor Junction,YES,NA,57,65.55,South Tongu,Volta,NA,No,NA,NA,905907.585,661416.0252,5.971589299,0.665094107
Avoeme,YES,NA,10245,11781.75,Ketu South Municipal,Volta,NA,No,NA,NA,962566.8134,678103.5788,6.118501698,1.176982812
Adzaglikope,YES,NA,59,67.85,South Tongu,Volta,NA,No,NA,NA,893333.8501,658604.677,5.946950898,0.551548006
Adzake,YES,NA,536,616.4,South Tongu,Volta,NA,No,NA,NA,902747.8338,649844.15,5.867307599,0.635918807
Adzatakope,YES,NA,35,40.25,South Tongu,Volta,NA,No,NA,NA,893153.9973,657956.3299,5.941107499,0.549888606
Adzato,YES,UWE,784,901.6,Keta Municipal,Volta,NA,No,2016,NA,921423.1858,650212.0245,5.869507699,0.804291908
Adzigbokope,YES,NA,109,125.35,Ketu North,Volta,NA,No,NA,NA,933648.7667,672997.4629,6.074386852,0.915945554
Adzikame,YES,NA,495,569.25,Akatsi South,Volta,NA,No,NA,NA,923212.4554,684552.3628,6.179355798,0.822590408
Adzikame,YES,NA,557,640.55,Akatsi South,Volta,NA,No,NA,NA,923069.6116,684228.9096,6.176445575,0.821281176
Adzikame No.2,YES,NA,283,325.45,Akatsi South,Volta,NA,No,NA,NA,922829.6837,684022.9017,6.174601698,0.819104008
Dzemeni,YES,NA,11000,12650,South Dayi,Volta,LAKESIDE,No,NA,NA,849802.0314,730831.6722,6.601720607,0.162850205
Adzolakope,YES,NA,141,162.15,Ketu North,Volta,NA,No,NA,NA,944765.8239,691838.983,6.243674809,1.017449648
Hekpo,YES,NA,182,209.3,Central Tongu,Volta,NA,No,NA,NA,881457.6337,670125.7417,6.051663798,0.445100805
Horkope,YES,NA,565,649.75,Central Tongu,Volta,NA,No,NA,NA,884008.6182,670976.2958,6.059197298,0.468160305
Adzorti,YES,NA,796,915.4,Ketu North,Volta,NA,No,NA,NA,940784.0347,680215.2455,6.139052145,0.980755686
Adzorvime,YES,CWE,263,302.45,Agotime Ziope,Volta,NA,No,2020,NA,911843.9553,713918.2041,6.445169998,0.721950007
Adzrokope,YES,NA,377,433.55,South Tongu,Volta,NA,No,NA,NA,900639.6032,658908.9788,5.949270099,0.617443807
Bayikor,YES,NA,828,952.2,Ketu South Municipal,Volta,NA,No,NA,NA,948057.0598,672695.1478,6.070701399,1.04581871
Afatsagbleve,YES,NA,331,380.65,Akatsi South,Volta,NA,No,NA,NA,920549.7261,674100.8631,6.085189999,0.797907308
Kebegodo,YES,NA,773,888.95,Central Tongu,Volta,NA,No,NA,NA,886950.3932,669638.0831,6.046943498,0.494617706
Afiadenyigba,YES,NA,103,118.45,South Tongu,Volta,NA,No,NA,NA,900577.9012,652211.3125,5.888805799,0.616493806
Afife,YES,NA,5381,6188.15,Ketu North,Volta,NA,No,NA,NA,933697.8388,671892.433,6.064410712,0.916315867
Aflakope,YES,CWE,25,28.75,Ketu North,Volta,NA,No,NA,NA,935558.6569,685056.8602,6.183095693,0.933963041
Aflakope,YES,CWE,38,43.7,Agotime Ziope,Volta,NA,No,2018,NA,912505.8208,711294.2338,6.421439998,0.727750007
Aflato,YES,UWE,314,361.1,Keta Municipal,Volta,NA,No,2015,NA,921610.5509,646639.5259,5.837249799,0.805762307
Kebekope,YES,UWE,37,42.55,Central Tongu,Volta,NA,No,2016,NA,905075.2771,680491.732,6.143849999,0.658750006
Kekpo,YES,NA,106,121.9,Central Tongu,Volta,NA,No,NA,NA,900325.8988,677030.1456,6.112889998,0.615700007
Hekpoe,YES,UWE,550,632.5,North Tongu,Volta,NA,No,2014,NA,881695.6622,678214.2088,6.124687498,0.447714105
Afordzipe-Israel,YES,NA,252,289.8,Keta Municipal,Volta,NA,No,NA,NA,911229.2494,647835.6225,5.848673498,0.712259406
Aforkpakope,YES,NA,160,184,Agotime Ziope,Volta,NA,No,NA,NA,906794.6212,725441.7861,6.549528898,0.677138307
Horkpo,YES,UWE,1006,1156.9,North Tongu,Volta,NA,No,2014,NA,884481.8199,685556.5289,6.190822998,0.473280405
Aforkpe (Forkpe),YES,NA,199,228.85,Agotime Ziope,Volta,NA,No,NA,NA,914878.971,706606.3462,6.378967297,0.748855708
Aforvekope,YES,NA,343,394.45,South Tongu,Volta,NA,No,NA,NA,900893.15,658331.6199,5.944042598,0.619695906
Blewuadakope,YES,NA,342,393.3,Ketu South Municipal,Volta,NA,No,NA,NA,948970.5721,672299.2736,6.067067498,1.054026711
Aveme Agbesia,YES,NA,234,269.1,North Dayi,Volta,LAKESIDE,No,NA,NA,860761.8495,768248.7871,6.939006707,0.264111505
Aveme Beme,YES,NA,1590,1828.5,North Dayi,Volta,NA,No,NA,NA,860667.0364,765084.2783,6.910433198,0.263058004
Agate,YES,NA,2943,3384.45,Afadjato South,Volta,NA,No,NA,NA,870256.5491,746078.0624,6.738195998,0.348523404
Agave Afedume,YES,UWE,264,303.6,South Tongu,Volta,NA,No,2016,NA,903023.222,652542.2604,5.891649999,0.638560007
Agave Dzebetato,YES,NA,675,776.25,South Tongu,Volta,NA,No,NA,NA,900091.7926,656242.8042,5.925231598,0.612347206
Agave-Akplale,YES,NA,220,253,South Tongu,Volta,NA,No,NA,NA,902104.5433,651954.1094,5.886394199,0.630242807
Agave-Torve,YES,NA,202,232.3,South Tongu,Volta,NA,No,NA,NA,901832.7643,650971.0733,5.877535199,0.627734907
Agbadekope,YES,NA,17,19.55,South Tongu,Volta,NA,No,NA,NA,901989.3317,670932.4802,6.057738898,0.630333606
Agbadzakope,YES,NA,565,649.75,South Tongu,Volta,NA,No,NA,NA,898200.749,660265.2586,5.961658998,0.595532206
Agbaflome,YES,NA,355,408.25,Akatsi South,Volta,NA,No,NA,NA,922989.2175,676928.1111,6.110553498,0.820085608
Agbagorme,YES,NA,1294,1488.1,South Tongu,Volta,NA,No,NA,NA,911870.0855,669585.2042,6.044972299,0.719356607
Agbakope,YES,UWE,3335,3835.25,South Tongu,Volta,NA,No,2015,NA,910714.2103,668256.2557,6.033046899,0.708851707
Dadedzi,YES,NA,1232,1416.8,Ketu South Municipal,Volta,NA,No,NA,NA,957677.9528,683351.4221,6.166192398,1.133280511
Agbaleve (Agbalevi),YES,NA,170,195.5,Agotime Ziope,Volta,NA,No,NA,NA,912483.574,707196.4955,6.384451498,0.727280607
Agbaleveme,YES,NA,140,161,South Tongu,Volta,NA,No,NA,NA,892681.1357,658657.818,5.94746857,0.545665158
Agbanukofe,YES,NA,424,487.6,Akatsi South,Volta,NA,No,NA,NA,927211.8896,674756.1187,6.090677598,0.858022508
Agbanukope,YES,NA,266,305.9,Akatsi South,Volta,NA,No,NA,NA,927105.6878,674377.5106,6.087267266,0.857040492
Agbanyokope,YES,UWE,148,170.2,Akatsi South,Volta,NA,No,2015,NA,914783.9317,700049.4372,6.319786098,0.747569607
Agbasakope,YES,NA,23,26.45,South Tongu,Volta,NA,No,NA,NA,898045.7001,660502.1179,5.963806599,0.594148006
Fantekope,YES,NA,344,395.6,South Dayi,Volta,LAKESIDE,No,NA,NA,850729.2294,732873.6603,6.620110907,0.171342705
Agbatsivi,YES,UWE,602,692.3,Keta Municipal,Volta,NA,No,2015,NA,915166.4088,650134.6872,5.869190799,0.747888306
Davidkope,YES,NA,675,776.25,Ketu South Municipal,Volta,NA,No,NA,NA,956469.5963,673790.4611,6.080010998,1.121724511
Agbayizakope,YES,NA,18,20.7,Ketu North,Volta,NA,No,NA,NA,936859.4444,685706.8823,6.188874849,0.945736429
Agbayizakope,YES,NA,171,196.65,Ketu North,Volta,NA,No,NA,NA,933527.2334,674201.3229,6.085259689,0.914928494
Agbedorkope,YES,NA,25,28.75,South Tongu,Volta,NA,No,NA,NA,899122.7471,659385.2386,5.953659499,0.603794306
Agbedrafor,YES,NA,1270,1460.5,Akatsi South,Volta,NA,No,NA,NA,920916.441,676262.5753,6.104678863,0.80135162
Agbemabiese / Kleleme,YES,NA,454,522.1,Keta Municipal,Volta,NA,No,NA,NA,927225.5361,670331.2004,6.050738899,0.857861008
Agbenoxoe,YES,NA,1506,1731.9,Kpando Municipal,Volta,NA,No,NA,NA,865175.8185,781928.3262,7.062267897,0.304873505
Agbeve Danikope,YES,NA,16,18.4,South Tongu,Volta,NA,No,NA,NA,895525.3654,661220.6487,5.970441998,0.571462806
Agbeve Hoyakope,YES,NA,8,9.2,South Tongu,Volta,NA,No,NA,NA,895536.9821,661643.1465,5.974255899,0.571592307
Agbevekope,YES,NA,1516,1743.4,Akatsi South,Volta,NA,No,NA,NA,929649.8494,685432.7934,6.186880961,0.880703171
Agbledomi I,YES,NA,266,305.9,Ketu North,Volta,NA,No,NA,NA,931941.5091,685225.2026,6.184855809,0.901355762
Dekukope,YES,NA,249,286.35,Ketu South Municipal,Volta,NA,No,NA,NA,948316.975,672225.4284,6.066445299,1.048130011
Klukpo,YES,UWE,933,1072.95,Central Tongu,Volta,NA,No,2016,NA,891406.4159,679496.415,6.135693698,0.535392105
Agbodzikope,YES,NA,78,89.7,South Tongu,Volta,NA,No,NA,NA,910712.8781,648731.7365,5.856793798,0.707658007
Agbogbla,YES,UWE,1239,1424.85,South Tongu,Volta,NA,No,2015,NA,908460.1378,663074.6349,5.986408299,0.688210208
Detsime,YES,NA,195,224.25,Ketu South Municipal,Volta,NA,No,NA,NA,953626.9755,682972.6706,6.163057398,1.096733711
Agboglikope,YES,NA,48,55.2,Akatsi South,Volta,NA,No,NA,NA,918990.8135,668338.7836,6.033277698,0.783487207
Agbokofe,YES,NA,283,325.45,Akatsi South,Volta,NA,No,NA,NA,926776.2828,686244.4306,6.194395499,0.854841608
