TOWNAME,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,POINT_X,POINT_Y,lon,lat
Trom,YES,NA,296,340.4,Yilo Krobo,Eastern,NA,No,NA,NA,830104.0419,672193.3757,6.073088799,-0.018132696
Trotor,YES,CWE,321,369.15,Suhum/Kraboa/Coaltar,Eastern,NA,No,2017,NA,787344.3066,673587.4469,6.087678499,-0.404036797
Tsotsunya,YES,CWE,381,438.15,Yilo Krobo,Eastern,NA,No,2017,NA,809618.641,688066.5363,6.217497899,-0.202275497
Tweapease  (Twapease),YES,NA,3691,4244.65,Kwaebibirem,Eastern,NA,No,NA,NA,742494.2968,693646.6403,6.270802799,-0.808260598
Tweapease No.2,YES,NA,1812,2083.8,Birim North,Eastern,NA,No,NA,NA,731054.108,705951.2841,6.382460899,-0.911165998
Twepease,YES,NA,454,522.1,Birim North,Eastern,NA,No,NA,NA,731389.5821,706276.4573,6.385388199,-0.908122598
Twumusu (Cocoa Shed),YES,NA,525,603.75,Kwaebibirem,Eastern,NA,No,NA,NA,751467.1699,680446.5079,6.151140299,-0.727715398
Wangara,YES,NA,377,433.55,Nsawam Municipal,Eastern,NA,No,NA,NA,795451.1471,645157.1223,5.830411798,-0.332091698
Yeboahkrom,YES,NA,452,519.8,Akyemansah,Eastern,NA,No,NA,NA,722069.0582,667689.5789,6.036872599,-0.993670598
Wawase,YES,NA,464,533.6,Yilo Krobo,Eastern,NA,No,NA,NA,807240.497,677916.4615,6.125899398,-0.224224998
Wawase,YES,CWE,147,169.05,Afram Plains South,Eastern,NA,No,2019,NA,772659.6992,756065.4276,6.833714498,-0.533006597
Wekpeti,YES,CWE,68,78.2,Suhum/Kraboa/Coaltar,Eastern,NA,No,2019,NA,791798.6172,665387.1406,6.013379999,-0.364182997
Wurapong Donor,YES,CWE,419,481.85,Yilo Krobo,Eastern,NA,No,2017,NA,800568.7724,688336.0492,6.220359699,-0.283974597
Wurapong Hwese,YES,HUNAN,129,148.35,Yilo Krobo,Eastern,NA,No,2019,NA,799907.6636,689691.2998,6.232636498,-0.289881197
Wurapong Okper,YES,CWE,399,458.85,Yilo Krobo,Eastern,NA,No,2017,NA,801214.0249,689789.4846,6.233462898,-0.278080697
Yaayaaso,YES,NA,414,476.1,Birim North,Eastern,NA,No,NA,NA,714540.205,701076.9119,6.338975499,-1.060564098
Yaw Badu,YES,CWE,212,243.8,Suhum/Kraboa/Coaltar,Eastern,NA,No,2019,NA,798130.2229,661368.1282,5.976784199,-0.307210197
Yaw Donkor,YES,CWE,241,277.15,Birim Central Municipal,Eastern,NA,No,2019,NA,744075.2752,636960.7618,5.758326699,-0.796043397
Yawlarbi,YES,CWE,109,125.35,Ayensuano,Eastern,NA,No,2017,NA,774252.8249,653190.6801,5.903892299,-0.523064897
Yaw Kwesi Akura,YES,UWE,454,522.1,Upper West Akim,Eastern,NA,No,2016,NA,781197.0411,643843.833,5.819138099,-0.460770998
Yaw Mante,YES,NA,33,37.95,Upper West Akim,Eastern,NA,No,NA,NA,770844.7229,647019.0152,5.848248599,-0.554069897
Yaw Nyarkokrom / Ahyiresu,YES,NA,619,711.85,Akuapim South,Eastern,NA,No,NA,NA,801397.3484,646090.0579,5.838584999,-0.278397797
Yaw Tanor,YES,NA,850,977.5,West Akim Municipal,Eastern,NA,No,NA,NA,762294.9214,653140.7247,5.903911199,-0.631001498
Yeboah Krom Ahyiresu,YES,NA,998,1147.7,Akuapim South,Eastern,NA,No,NA,NA,802193.143,646862.9644,5.845534199,-0.271183498
Yilo Krobo District Assembly,YES,NA,162,186.3,Yilo Krobo,Eastern,NA,No,NA,NA,830203.9747,672565.624,6.076446699,-1.72E-02
Yirenkyikrom,YES,NA,756,869.4,Kwahu East,Eastern,NA,No,NA,NA,724081.2211,733516.8017,6.631917398,-0.973177798
Yokornor(Odonkorm),YES,CWE,234,269.1,Yilo Krobo,Eastern,NA,No,2017,NA,817183.6998,684811.2215,6.187720398,-0.134133697
Yokperm,YES,NA,375,431.25,Fanteakwa,Eastern,NA,No,NA,NA,808079.1725,717897.4534,6.487107098,-0.214725197
Yorkono,YES,NA,221,254.15,Suhum/Kraboa/Coaltar,Eastern,NA,No,NA,NA,784430.6447,668319.3153,6.040195599,-0.430567197
Abeka,YES,NA,84661,97360.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805363.1761,620141.795,5.60394539,-0.243738159
Abelenkpe,YES,NA,12242,14078.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808352.8367,619921.0865,5.601823511,-0.216783867
Abofu,YES,NA,23885,27467.75,Accra Metropolitan,Greater Accra,NA,No,NA,NA,807475.9054,621493.9794,5.616073351,-0.224625601
Abossey Okai,YES,NA,34784,40001.6,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806728.356,614660.5937,5.554360082,-0.231657927
Accra Central,YES,NA,9617,11059.55,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809508.6545,613301.2423,5.541959356,-0.206642595
Achimota,YES,NA,40207,46238.05,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806540.061,621953.9738,5.620269837,-0.233046515
Achimota College,YES,NA,6114,7031.1,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808299.393,622228.9203,5.622678712,-0.217166925
Achimota:Anumle,YES,NA,1732,1991.8,Accra Metropolitan,Greater Accra,NA,No,NA,NA,807834.0389,622783.4711,5.627709496,-0.221340252
Adabraka,YES,NA,41155,47328.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809105.8979,615105.0483,5.558275091,-0.210197943
Agbogbloshie,YES,NA,11420,13133,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808892.7574,613145.7801,5.540580845,-0.212203281
Airport,YES,NA,7302,8397.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,812857.1368,619957.2619,5.601955823,-0.176159351
Airport Residential,YES,NA,7967,9162.05,Accra Metropolitan,Greater Accra,NA,No,NA,NA,812380.068,620333.5788,5.605376745,-0.180445505
Alajo,YES,NA,37941,43632.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808627.0254,618818.633,5.591850322,-0.214358183
Apenkwa,YES,NA,28115,32332.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806409.2399,621499.1116,5.61616537,-0.234245829
Asylum,YES,NA,2095,2409.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810270.8394,615540.8534,5.56216307,-0.199673752
Asylum Down,YES,NA,13061,15020.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809803.1524,615743.6655,5.564015623,-0.203882759
Avenor,YES,NA,10814,12436.1,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808078.2778,620211.2025,5.604456688,-0.21924767
Awoshie,YES,NA,32196,37025.4,Accra Metropolitan,Greater Accra,NA,No,NA,NA,800329.2607,614612.1346,5.55419,-0.289369997
Bawaleshie,YES,NA,2562,2946.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,814012.3326,624554.6663,5.643444408,-0.165540078
Bubuashie,YES,NA,38795,44614.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805285.3962,616649.874,5.572395963,-0.244587266
Chorkor,YES,NA,38611,44402.65,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805378.5556,611451.7544,5.525422182,-0.243965317
Dansoman,YES,NA,79688,91641.2,Accra Metropolitan,Greater Accra,NA,No,NA,NA,803370.2963,614988.3848,5.557463263,-0.261928456
Darkuman,YES,NA,24256,27894.4,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804237.7021,619436.3677,5.597618878,-0.253918751
Dzorwulu,YES,NA,15405,17715.75,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809984.4106,621168.0871,5.613020753,-0.202015314
East Legon,YES,NA,12433,14297.95,Accra Metropolitan,Greater Accra,NA,No,NA,NA,813755.1212,623826.7221,5.636878514,-0.167891818
Gbegbeyise,YES,NA,16066,18475.9,Accra Metropolitan,Greater Accra,NA,No,NA,NA,803308.3353,611539.9813,5.526305823,-0.262630855
Greefi,YES,NA,3354,3857.1,Accra Metropolitan,Greater Accra,NA,No,NA,NA,801747.668,611056.9672,5.522005985,-0.276725079
James Town,YES,NA,22042,25348.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809226.7101,612884.7244,5.538207838,-0.209202813
Kanda,YES,NA,15839,18214.85,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810640.4103,617941.1088,5.583834872,-0.196237971
Kaneshie,YES,NA,42376,48732.4,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806675.3373,615831.2434,5.564940124,-0.232086613
Kisieman (Kissehman),YES,NA,10520,12098,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809017.0415,623955.515,5.638248699,-0.210619897
Kokomlemle,YES,NA,44702,51407.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808998.8104,616503.0478,5.570911525,-0.21110412
Korle Dudor,YES,NA,30058,34566.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808589.0137,612842.5639,5.537853968,-0.214955252
Korle Gonno,YES,NA,45042,51798.3,Accra Metropolitan,Greater Accra,NA,No,NA,NA,807275.2099,611951.5533,5.529858583,-0.226840561
Korle-Bu,YES,NA,11838,13613.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806757.7627,612315.0755,5.533165118,-0.231491547
Kotobabi,YES,NA,38015,43717.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809576.0867,619560.0892,5.59850912,-0.205767104
Kpehe,YES,NA,58721,67529.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808832.1694,619011.8957,5.59358779,-0.212499784
Kwashieman,YES,NA,74471,85641.65,Accra Metropolitan,Greater Accra,NA,No,NA,NA,802579.4118,618989.7557,5.593653161,-0.268893838
Lartebiokorshie,YES,NA,43978,50574.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805615.5374,613240.7684,5.541577638,-0.241753289
Legon,YES,NA,8760,10074,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810129.887,623561.5257,5.634640561,-0.200599836
Legon Staff Village,YES,NA,3038,3493.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,811365.2833,625430.7345,5.651476064,-0.189376167
Mamobi,YES,NA,80630,92724.5,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810381.616,619006.1339,5.593469119,-0.198526118
Mamponse,YES,NA,50084,57596.6,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804887.9475,611297.3671,5.524047674,-0.248396026
Mamprobi,YES,NA,39847,45824.05,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805080.1123,611754.5921,5.528171104,-0.246644004
Mataheko,YES,NA,19361,22265.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805876.7586,615313.5526,5.560296113,-0.239310373
Mempeasem,YES,NA,9738,11198.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,814272.1265,625240.7183,5.649631643,-0.163166804
Mile 7,YES,NA,11805,13575.75,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806664.557,622184.3152,5.622345834,-0.231913813
Ministries,YES,NA,3521,4049.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810380.184,613716.6057,5.545675247,-0.198765576
Mpoase,YES,NA,25501,29326.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,802740.1985,611666.8018,5.527475405,-0.267749102
New Achimota,YES,NA,14497,16671.55,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806431.6425,622538.2215,5.625553637,-0.233999426
New Achimota-Alhaji,YES,NA,10551,12133.65,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805972.421,622285.2284,5.623287263,-0.238152105
New Fadama,YES,NA,27667,31817.05,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806586.0829,618982.6498,5.593419498,-0.23275799
New Mamprobi,YES,NA,20931,24070.65,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804539.1115,612852.2472,5.538112137,-0.251476921
New Town,YES,NA,73052,84009.8,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809053.7543,618200.8047,5.586249541,-0.210536095
Nii Boi Town,YES,NA,15993,18391.95,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805395.5432,621454.2883,5.615803584,-0.243390519
Nima,YES,NA,111761,128525.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810076.9198,618162.6508,5.585860876,-0.201310275
North Industrial Area,YES,NA,13035,14990.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808122.4215,616504.0095,5.570957611,-0.219007683
North Odorkor,YES,NA,73277,84268.55,Accra Metropolitan,Greater Accra,NA,No,NA,NA,802787.8969,617360.7757,5.578924779,-0.267081754
North-Kaneshie,YES,NA,43821,50394.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,807893.8349,616543.3064,5.571322424,-0.221067502
Okponglo,YES,NA,3195,3674.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,812656.363,624315.4557,5.64134257,-0.177780232
Old Dansoman,YES,NA,11381,13088.15,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804316.7364,611423.9727,5.525215542,-0.2535419
Osu,YES,NA,71266,81955.9,Accra Metropolitan,Greater Accra,NA,No,NA,NA,811606.8047,614223.5227,5.550202983,-0.187682418
Ridge,YES,NA,6854,7882.1,Accra Metropolitan,Greater Accra,NA,No,NA,NA,810951.3694,619520.4459,5.598091622,-0.193365583
Roman Ridge,YES,NA,3445,3961.75,Accra Metropolitan,Greater Accra,NA,No,NA,NA,811787.5,620395.753,5.60596425,-0.18578698
Russia,YES,NA,53598,61637.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,805076.9964,613695.3356,5.545707706,-0.246590888
Sabon Zongo,YES,NA,30134,34654.1,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806347.4509,614497.0735,5.552898634,-0.235099922
Shiashie,YES,NA,8093,9306.95,Accra Metropolitan,Greater Accra,NA,No,NA,NA,813582.3925,622961.72,5.629070518,-0.169487525
South Industrial Area,YES,NA,2133,2452.95,Accra Metropolitan,Greater Accra,NA,No,NA,NA,808163.2133,614403.5111,5.551976329,-0.218728994
South Odorkor,YES,NA,54715,62922.25,Accra Metropolitan,Greater Accra,NA,No,NA,NA,803214.6166,615925.6323,5.565938815,-0.2632933
Sukura,YES,NA,48880,56212,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804681.9371,613693.5006,5.545707706,-0.250153708
Tesano,YES,NA,5390,6198.5,Accra Metropolitan,Greater Accra,NA,No,NA,NA,806240.3121,619854.5791,5.601312835,-0.235839418
Tudu,YES,NA,14453,16620.95,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809513.6071,614018.0688,5.548436134,-0.206567454
Ussher Town,YES,NA,35838,41213.7,Accra Metropolitan,Greater Accra,NA,No,NA,NA,809389.2772,612742.5026,5.536915858,-0.207742847
West Abossey Okai (Soro),YES,NA,46272,53212.8,Accra Metropolitan,Greater Accra,NA,No,NA,NA,804021.0213,615007.2042,5.557606052,-0.256059101
Amenortukope,YES,NA,1264,1453.6,Ada West,Greater Accra,NA,No,NA,NA,879040.0095,648632.949,5.857719999,0.422090006
Bonikope Songor,YES,NA,3480,4002,Ada West,Greater Accra,NA,No,NA,NA,876637.8617,647193.1391,5.844849998,0.400350005
Dogobom,YES,NA,811,932.65,Ada West,Greater Accra,NA,No,NA,NA,887503.5937,660148.8706,5.961229999,0.499060005
Koluedor Mahem,YES ,NA,1253,1440.95,Ada West,Greater Accra,NA,No,NA,NA,880183.2914,650845.4228,5.877635599,0.432521705
Luhuor,YES,NA,1795,2064.25,Ada West,Greater Accra,NA,No,NA,NA,885530.83,649196.7367,5.862449999,0.480650005
Luhuor-kponor Wayo,YES,NA,745,856.75,Ada West,Greater Accra,NA,No,NA,NA,885648.4502,649008.0895,5.860739999,0.481700005
Nubuortsekope,YES,NA,984,1131.6,Ada West,Greater Accra,NA,No,NA,NA,879528.9865,648645.9018,5.857809999,0.426500005
Tugakope,YES,NA,452,519.8,Ada West,Greater Accra,NA,No,NA,NA,883111.5511,658021.4098,5.942269999,0.459330006
Adjumanikope,YES,NA,3402,3912.3,Ada West,Greater Accra,NA,No,NA,NA,875140.5967,646300.4223,5.836869998,0.386800005
Afiadenyegba Kponya,YES,NA,301,346.15,Ada West,Greater Accra,NA,No,NA,NA,887585.9334,658611.4318,5.947343198,0.499714606
Afiadenyigba,YES,NA,1091,1254.65,Ada West,Greater Accra,NA,No,NA,NA,887441.5075,657582.1284,5.938057499,0.498353405
Agbedrafor,YES,NA,1096,1260.4,Ada West,Greater Accra,NA,No,NA,NA,875976.2429,646937.7661,5.842579999,0.394370005
Akpanya,YES,NA,188,216.2,Ada West,Greater Accra,NA,No,NA,NA,885960.871,661075.2845,5.969683332,0.485200006
Anyamam,YES,NA,7051,8108.65,Ada West,Greater Accra,NA,No,NA,NA,872993.2835,641143.5816,5.790416698,0.367159504
Ceasarkope,YES,NA,1000,1150,Ada West,Greater Accra,NA,No,NA,NA,883953.6282,659007.8949,5.951129998,0.466980006
Goi,YES,NA,7629,8773.35,Ada West,Greater Accra,NA,No,NA,NA,877433.285,641409.2234,5.792576099,0.407207805
Hwakpo,YES,NA,707,813.05,Ada West,Greater Accra,NA,No,NA,NA,885253.5985,651199.2257,5.880547198,0.478262505
Hwakpo Junction,YES,NA,843,969.45,Ada West,Greater Accra,NA,No,NA,NA,885164.291,652299.1735,5.890484299,0.477519006
Koleuedor,YES,NA,4678,5379.7,Ada West,Greater Accra,NA,No,NA,NA,879384.6132,651396.9284,5.882659999,0.425350005
Koni,YES,NA,162,186.3,Ada West,Greater Accra,NA,No,NA,NA,872324.5467,652650.3406,5.894366665,0.361750006
Koni Elavanyo,YES,NA,261,300.15,Ada West,Greater Accra,NA,No,NA,NA,872288.0824,653591.8356,5.902870999,0.361472405
Kpotsum,YES,NA,435,500.25,Ada West,Greater Accra,NA,No,NA,NA,875141.1618,646820.5169,5.841566666,0.386833338
Madagbe,YES,NA,296,340.4,Ada West,Greater Accra,NA,No,NA,NA,880694.1803,648533.7086,5.856732499,0.437000706
Matsekope,YES,NA,2703,3108.45,Ada West,Greater Accra,NA,No,NA,NA,881533.7384,649863.7337,5.868695998,0.444644905
Navitsekope,YES,NA,162,186.3,Ada West,Greater Accra,NA,No,NA,NA,872227.5089,651370.1567,5.882810999,0.360805305
Okorwesisi Kposem,YES,NA,26,29.9,Ada West,Greater Accra,NA,No,NA,NA,877854.8522,642962.2967,5.806577856,0.411093198
Osuoyaa,YES,NA,201,231.15,Ada West,Greater Accra,NA,No,NA,NA,880056.8832,648857.5897,5.859692399,0.431271905
Sege Ahlakposisi,YES,NA,155,178.25,Ada West,Greater Accra,NA,No,NA,NA,871845.6725,648237.6052,5.854542499,0.357192305
Sege Akaye,YES,NCD,28,32.2,Ada West,Greater Accra,NA,No,NA,NA,873709.2755,648273.9767,5.854769999,0.374000005
Sege Blornya,YES,NA,579,665.85,Ada West,Greater Accra,NA,No,NA,NA,872182.3609,650538.6795,5.875304629,0.360353044
Sege Junction,YES,NA,8953,10295.95,Ada West,Greater Accra,NA,No,NA,NA,872361.5642,650493.1051,5.874883331,0.361966672
Sege Nakomkope,YES,NA,1818,2090.7,Ada West,Greater Accra,NA,No,NA,NA,872702.6901,646280.0947,5.836818498,0.364815105
Toflokpo Animkope,YES,NA,1110,1276.5,Ada West,Greater Accra,NA,No,NA,NA,878725.3447,648586.7333,5.857319999,0.419250005
Toflokpo Aplaneahye,YES,NA,157,180.55,Ada West,Greater Accra,NA,No,NA,NA,878794.7758,648839.6442,5.859599999,0.419890005
Toflokpo Oklukope Elava,YES,NA,234,269.1,Ada West,Greater Accra,NA,No,NA,NA,878524.7713,648562.2552,5.857109998,0.417440006
Toflokpo Pkalamkope,YES,NA,1267,1457.05,Ada West,Greater Accra,NA,No,NA,NA,878646.2465,648646.0506,5.857859998,0.418540005
Toflokpo-Garden,YES,SHEP-3 P-3,333,382.95,Ada West,Greater Accra,NA,No,NA,NA,879173.9215,648677.6934,5.858116665,0.423300005
Toflokpo-Salom,YES,NA,1740,2001,Ada West,Greater Accra,NA,No,NA,NA,880325.4533,649708.1696,5.867358299,0.433740705
Yediatsekope,YES,NA,162,186.3,Ada West,Greater Accra,NA,No,NA,NA,871975.5557,650835.5048,5.877996398,0.358504105
Adaman,YES,NA,87,100.05,Adenta Municipal,Greater Accra,NA,No,NA,NA,817801.5404,626474.6265,5.660623594,-0.131279876
Adentan,YES,NA,50293,57836.95,Adenta Municipal,Greater Accra,NA,No,NA,NA,813397.1506,630865.124,5.7004885,-0.170810493
Agirigano,YES,NA,2316,2663.4,Adenta Municipal,Greater Accra,NA,No,NA,NA,817632.2541,624918.805,5.646574254,-0.13287592
Ashale-botwe,YES,NA,19382,22289.3,Adenta Municipal,Greater Accra,NA,No,NA,NA,817538.8956,629040.639,5.683819326,-0.133534163
Beijing,YES,NA,1264,1453.6,Adenta Municipal,Greater Accra,NA,No,NA,NA,817041.2929,626653.6455,5.662274954,-0.138128682
Jogis Estate,YES,NA,115,132.25,Adenta Municipal,Greater Accra,NA,No,NA,NA,819869.9769,625381.2889,5.650652758,-0.112673609
Malidzaw,YES,NA,243,279.45,Adenta Municipal,Greater Accra,NA,No,NA,NA,817922.4042,640796.9385,5.790020093,-0.129543651
New Legon,YES,NA,3,3.45,Adenta Municipal,Greater Accra,NA,No,NA,NA,817896.0802,632756.5947,5.717376963,-0.130145656
Nmai Djorn,YES,NA,4286,4928.9,Adenta Municipal,Greater Accra,NA,No,NA,NA,819482.3717,628428.9271,5.678205233,-0.116032674
Ogbodzo,YES,NA,8320,9568,Adenta Municipal,Greater Accra,NA,No,NA,NA,816488.2075,627087.426,5.666218836,-0.143097799
Trassaco Estate,YES,NA,209,240.35,Adenta Municipal,Greater Accra,NA,No,NA,NA,820173.6827,625633.9405,5.652921794,-0.109923222
Ashiaman,YES,NA,243309,279805.35,Ashaiman Municipal,Greater Accra,NA,No,NA,NA,828451.1587,630400.7785,5.695609849,-3.51E-02
Ada Foah,YES,NA,12851,14778.65,Dangme East,Greater Accra,NA,No,NA,NA,902595.7595,640050.5286,5.778899055,0.633978841
Addokope,YES,NA,2256,2594.4,Dangme East,Greater Accra,NA,No,NA,NA,886904.9048,652393.7466,5.891239998,0.493220005
Adedetsekope,YES,UWE,29,33.35,Dangme East,Greater Accra,NA,No,2016,NA,887325.5793,655861.7324,5.922529999,0.497210006
Adedetsekope1,YES,UWE,2311,2657.65,Dangme East,Greater Accra,NA,No,2016,NA,897097.6558,640418.091,5.782532898,0.584438106
Aditsekope,YES,NA,651,748.65,Dangme East,Greater Accra,NA,No,NA,NA,887989.2929,656239.1496,5.925899999,0.503216672
Adonorkope,YES,NA,1164,1338.6,Dangme East,Greater Accra,NA,No,NA,NA,899494.6209,649588.9618,5.865193698,0.606574307
Adzoyikofe,YES,NA,92,105.8,Dangme East,Greater Accra,NA,No,NA,NA,897902.0848,653289.5539,5.898696799,0.592431006
Agbadzakofe,YES,NA,848,975.2,Dangme East,Greater Accra,NA,No,NA,NA,896130.4548,654599.6795,5.910628398,0.576533106
Agbeve,YES,NA,824,947.6,Dangme East,Greater Accra,NA,No,NA,NA,901676.5337,648687.6381,5.856929199,0.626193006
Agbugbatekope,YES,NA,905,1040.75,Dangme East,Greater Accra,NA,No,NA,NA,899771.7771,646756.0423,5.839601098,0.608908806
Agorkpo Kponokope,YES,NA,677,778.55,Dangme East,Greater Accra,NA,No,NA,NA,900687.1968,645694.0403,5.829959998,0.617100006
Akletsekope,YES,NA,100,115,Dangme East,Greater Accra,NA,No,NA,NA,892871.8108,656041.3095,5.923833332,0.54723334
Akligbekope,YES,NA,13,14.95,Dangme East,Greater Accra,NA,No,NA,NA,899416.7331,651137.4502,5.879178499,0.605962106
Aminapa,YES,UWE,319,366.85,Dangme East,Greater Accra,NA,No,2016,NA,892096.4746,642898.9582,5.805215899,0.539492905
Amlakpo,YES,NA,1475,1696.25,Dangme East,Greater Accra,NA,No,NA,NA,887649.7273,651576.6556,5.883819999,0.499890006
Angorsekope,YES,UWE,230,264.5,Dangme East,Greater Accra,NA,No,2016,NA,897444.2811,652085.2066,5.887849998,0.588233339
Anyakpor,YES,UWE,1539,1769.85,Dangme East,Greater Accra,NA,No,2016,NA,897621.011,640442.0753,5.782719599,0.589157307
Asigbekope,YES,NA,1997,2296.55,Dangme East,Greater Accra,NA,No,NA,NA,888848.3058,654843.5837,5.913249998,0.510883339
Atortorkope,YES,NA,578,664.7,Dangme East,Greater Accra,NA,No,NA,NA,898868.3425,648934.3499,5.859319999,0.600890006
Atsikponyam,YES,NA,62,71.3,Dangme East,Greater Accra,NA,No,NA,NA,893201.48,646306.6019,5.835920699,0.549648206
Azizakpornya,YES,NA,881,1013.15,Dangme East,Greater Accra,NA,No,NA,NA,879542.8787,641432.3341,5.792669999,0.426230006
Azizanya,YES,NA,1174,1350.1,Dangme East,Greater Accra,NA,Yes,NA,NA,904765.8607,639531.7548,5.774089999,0.653510006
Azizanya Ayigbo,YES,NA,1407,1618.05,Dangme East,Greater Accra,NA,No,NA,NA,903549.907,639712.2582,5.775789999,0.642560007
Azizanya Mataheko,YES,NA,1086,1248.9,Dangme East,Greater Accra,NA,Yes,NA,NA,904438.0795,639610.5102,5.774819999,0.650560007
Balerkope,YES,UWE,345,396.75,Dangme East,Greater Accra,NA,No,2016,NA,887428.4588,649719.1095,5.867059999,0.497790006
Bedeku,YES,NA,3229,3713.35,Dangme East,Greater Accra,NA,No,NA,NA,891430.9166,652896.2975,5.895519998,0.534060006
Bedekukpornya,YES,NA,583,670.45,Dangme East,Greater Accra,NA,No,NA,NA,891826.2562,651589.6925,5.883699999,0.537550006
Big Ada,YES,NA,11577,13313.55,Dangme East,Greater Accra,NA,No,NA,NA,899720.9347,645700.961,5.83007843,0.608389466
Botsuikofe,YES,NA,95,109.25,Dangme East,Greater Accra,NA,No,NA,NA,895723.2886,655231.0308,5.916352298,0.572898407
Chief-Kope,YES,NA,117,134.55,Dangme East,Greater Accra,NA,No,NA,NA,898407.7413,649728.5041,5.866516665,0.596783339
Deitsekope(detse),YES,NA,626,719.9,Dangme East,Greater Accra,NA,No,NA,NA,889237.9204,655077.5183,5.915339999,0.514410005
Dogo,YES,NA,1479,1700.85,Dangme East,Greater Accra,NA,No,NA,NA,894338.5817,650690.1711,5.875434199,0.560150906
Dordoekope,YES,NA,749,861.35,Dangme East,Greater Accra,NA,No,NA,NA,899192.6217,650247.6692,5.871158299,0.603889807
Dornguam,YES,UWE,324,372.6,Dangme East,Greater Accra,NA,No,2016,NA,895670.693,649403.0195,5.863736198,0.572087506
Dornya (Sege),YES,UWE,617,709.55,Dangme East,Greater Accra,NA,No,2016,NA,892605.49,657510.8045,5.937116665,0.544916673
Dosise,YES,NA,452,519.8,Dangme East,Greater Accra,NA,No,NA,NA,892838.0831,656055.1227,5.923959998,0.546930005
Dunukofe,YES,NA,86,98.9,Dangme East,Greater Accra,NA,No,NA,NA,898019.5296,652904.0329,5.895209299,0.593467506
Dzetorkoe,YES,NA,17,19.55,Dangme East,Greater Accra,NA,No,NA,NA,899038.0084,652813.2398,5.894330198,0.602645106
Fantivi Kope,YES,NA,1091,1254.65,Dangme East,Greater Accra,NA,No,NA,NA,887882.4052,655359.6059,5.917964399,0.502202706
Gbanave No.1,YES,UWE,201,231.15,Dangme East,Greater Accra,NA,2016,NA,NA,888951.31,650052.0362,5.869979999,0.511540006
Gbanave No.2,YES,UWE,157,180.55,Dangme East,Greater Accra,NA,2016,NA,NA,888157.1666,650239.7624,5.871719998,0.504390006
